t,u[0],u[1],u[2]
14.955,9.13457,7.77563,28.641
14.96,9.06662,7.66181,28.6143
14.965,8.99638,7.55032,28.5801
14.97,8.92408,7.44149,28.5386
14.975,8.84995,7.33563,28.4902
14.98,8.77423,7.23301,28.4349
14.985,8.69717,7.1339,28.3731
14.99,8.61901,7.03852,28.305
14.995,8.53998,6.94709,28.2309
15,8.46034,6.85979,28.1511
15.005,8.38031,6.7768,28.066
15.01,8.30013,6.69825,27.9757
15.015,8.22004,6.62426,27.8807
15.02,8.14025,6.55495,27.7812
15.025,8.06099,6.49038,27.6776
15.03,7.98246,6.43061,27.5701
15.035,7.90486,6.3757,27.4592
15.04,7.82841,6.32568,27.3451
15.045,7.75327,6.28054,27.2281
15.05,7.67963,6.2403,27.1085
15.055,7.60767,6.20493,26.9867
15.06,7.53753,6.17441,26.8629
15.065,7.46937,6.14871,26.7374
15.07,7.40334,6.12777,26.6105
15.075,7.33956,6.11155,26.4826
15.08,7.27816,6.09998,26.3537
15.085,7.21925,6.093,26.2243
15.09,7.16294,6.09053,26.0946
15.095,7.10932,6.0925,25.9648
15.1,7.05848,6.09884,25.8352
15.105,7.0105,6.10945,25.706
15.11,6.96544,6.12426,25.5774
15.115,6.92338,6.14319,25.4496
15.12,6.88437,6.16614,25.323
15.125,6.84846,6.19304,25.1976
15.13,6.81569,6.22379,25.0737
15.135,6.7861,6.25832,24.9515
15.14,6.75971,6.29654,24.8311
15.145,6.73655,6.33836,24.7128
15.15,6.71664,6.3837,24.5968
15.155,6.69999,6.43249,24.4833
15.16,6.68662,6.48464,24.3723
15.165,6.67652,6.54007,24.2641
15.17,6.6697,6.5987,24.1589
15.175,6.66615,6.66045,24.0569
15.18,6.66586,6.72524,23.9581
15.185,6.66883,6.793,23.8628
15.19,6.67504,6.86364,23.7712
15.195,6.68447,6.93709,23.6833
15.2,6.6971,7.01325,23.5994
15.205,6.71291,7.09206,23.5196
15.21,6.73187,7.17342,23.444
15.215,6.75394,7.25724,23.3729
15.22,6.77911,7.34345,23.3063
15.225,6.80732,7.43193,23.2445
15.23,6.83855,7.52259,23.1875
15.235,6.87276,7.61534,23.1355
15.24,6.90989,7.71006,23.0888
15.245,6.94989,7.80664,23.0473
15.25,6.99273,7.90496,23.0113
15.255,7.03834,8.0049,22.9808
15.26,7.08667,8.10632,22.9561
15.265,7.13765,8.20907,22.9373
15.27,7.19122,8.31302,22.9244
15.275,7.24731,8.418,22.9177
15.28,7.30585,8.52384,22.9171
15.285,7.36675,8.63036,22.9229
15.29,7.42993,8.73738,22.9352
15.295,7.4953,8.8447,22.954
15.3,7.56277,8.95211,22.9794
15.305,7.63224,9.05938,23.0115
15.31,7.7036,9.16629,23.0504
15.315,7.77673,9.27259,23.0961
15.32,7.85152,9.37802,23.1487
15.325,7.92785,9.48232,23.2083
15.33,8.00557,9.58521,23.2747
15.335,8.08455,9.6864,23.348
15.34,8.16465,9.78559,23.4283
15.345,8.24569,9.88247,23.5154
15.35,8.32753,9.97673,23.6093
15.355,8.40999,10.068,23.7099
15.36,8.49289,10.156,23.8171
15.365,8.57605,10.2404,23.9308
15.37,8.65927,10.3208,24.0509
15.375,8.74235,10.3969,24.177
15.38,8.82507,10.4683,24.3091
15.385,8.90724,10.5347,24.4469
15.39,8.98861,10.5957,24.5902
15.395,9.06897,10.6511,24.7385
15.4,9.14807,10.7004,24.8916
15.405,9.22568,10.7433,25.0492
15.41,9.30157,10.7796,25.2108
15.415,9.37546,10.8089,25.3759
15.42,9.44714,10.831,25.5443
15.425,9.51633,10.8456,25.7153
15.43,9.58279,10.8525,25.8885
15.435,9.64627,10.8515,26.0633
15.44,9.70653,10.8424,26.2392
15.445,9.76333,10.8251,26.4155
15.45,9.81641,10.7995,26.5918
15.455,9.86557,10.7655,26.7673
15.46,9.91057,10.7232,26.9414
15.465,9.9512,10.6725,27.1136
15.47,9.98726,10.6135,27.2831
15.475,10.0186,10.5463,27.4493
15.48,10.045,10.471,27.6116
15.485,10.0663,10.388,27.7693
15.49,10.0823,10.2973,27.9219
15.495,10.0931,10.1993,28.0687
15.5,10.0984,10.0944,28.2092
15.505,10.0982,9.98288,28.3428
15.51,10.0924,9.86517,28.4689
15.515,10.0811,9.74172,28.5871
15.52,10.0641,9.61301,28.697
15.525,10.0416,9.47955,28.7981
15.53,10.0135,9.34188,28.8901
15.535,9.97988,9.20054,28.9726
15.54,9.94091,9.0561,29.0454
15.545,9.89667,8.90916,29.1083
15.55,9.84729,8.76029,29.161
15.555,9.79294,8.61008,29.2035
15.56,9.7338,8.45914,29.2357
15.565,9.67007,8.30803,29.2576
15.57,9.60197,8.15733,29.2692
15.575,9.52973,8.0076,29.2706
15.58,9.45363,7.85937,29.2619
15.585,9.37392,7.71316,29.2432
15.59,9.29088,7.56946,29.2148
15.595,9.20481,7.42872,29.1769
15.6,9.116,7.29139,29.1298
15.605,9.02477,7.15786,29.0737
15.61,8.93143,7.02849,29.0091
15.615,8.83628,6.90363,28.9362
15.62,8.73965,6.78357,28.8554
15.625,8.64184,6.66858,28.767
15.63,8.54318,6.55888,28.6716
15.635,8.44397,6.45468,28.5695
15.64,8.3445,6.35614,28.4611
15.645,8.24508,6.2634,28.3468
15.65,8.146,6.17656,28.2271
15.655,8.04753,6.0957,28.1023
15.66,7.94994,6.02087,27.9729
15.665,7.85348,5.95209,27.8392
15.67,7.75841,5.88938,27.7017
15.675,7.66496,5.83271,27.5609
15.68,7.57335,5.78205,27.4169
15.685,7.48378,5.73736,27.2703
15.69,7.39646,5.69855,27.1214
15.695,7.31157,5.66557,26.9705
15.7,7.22927,5.63832,26.818
15.705,7.14972,5.61671,26.6643
15.71,7.07307,5.60063,26.5095
15.715,6.99945,5.58997,26.3541
15.72,6.92897,5.58463,26.1984
15.725,6.86176,5.58447,26.0425
15.73,6.79789,5.5894,25.8869
15.735,6.73747,5.59929,25.7317
15.74,6.68056,5.61402,25.5773
15.745,6.62723,5.63347,25.4238
15.75,6.57754,5.65753,25.2714
15.755,6.53154,5.68609,25.1206
15.76,6.48927,5.71904,24.9713
15.765,6.45076,5.75627,24.8239
15.77,6.41603,5.79768,24.6786
15.775,6.38512,5.84316,24.5355
15.78,6.35802,5.89262,24.3949
15.785,6.33475,5.94597,24.257
15.79,6.31531,6.00312,24.1219
15.795,6.2997,6.06399,23.9898
15.8,6.28792,6.12848,23.861
15.805,6.27994,6.19653,23.7355
15.81,6.27577,6.26805,23.6136
15.815,6.27539,6.34297,23.4954
15.82,6.27877,6.42122,23.3812
15.825,6.28589,6.50272,23.271
15.83,6.29673,6.58741,23.1651
15.835,6.31126,6.67521,23.0637
15.84,6.32946,6.76605,22.9668
15.845,6.35129,6.85986,22.8747
15.85,6.37672,6.95656,22.7875
15.855,6.40571,7.05609,22.7055
15.86,6.43823,7.15836,22.6288
15.865,6.47424,7.26328,22.5575
15.87,6.51369,7.37077,22.4918
15.875,6.55654,7.48074,22.432
15.88,6.60275,7.59309,22.3781
15.885,6.65227,7.70771,22.3304
15.89,6.70504,7.82449,22.2891
15.895,6.76101,7.9433,22.2542
15.9,6.82013,8.06401,22.226
15.905,6.88232,8.18649,22.2046
15.91,6.94753,8.31057,22.1903
15.915,7.01568,8.4361,22.1831
15.92,7.0867,8.56289,22.1833
15.925,7.16051,8.69075,22.1909
15.93,7.23702,8.81947,22.2062
15.935,7.31615,8.94884,22.2292
15.94,7.39778,9.07861,22.2602
15.945,7.48182,9.20854,22.2992
15.95,7.56816,9.33835,22.3464
15.955,7.65667,9.46776,22.4018
15.96,7.74722,9.59645,22.4655
15.965,7.83968,9.72412,22.5377
15.97,7.93391,9.85041,22.6184
15.975,8.02973,9.97497,22.7076
15.98,8.12699,10.0974,22.8053
15.985,8.22552,10.2174,22.9115
15.99,8.32511,10.3345,23.0263
15.995,8.42558,10.4482,23.1494
16,8.52671,10.5582,23.2809
16.005,8.62828,10.6639,23.4206
16.01,8.73006,10.765,23.5684
16.015,8.83181,10.861,23.7241
16.02,8.93327,10.9514,23.8874
16.025,9.03418,11.0356,24.058
16.03,9.13425,11.1133,24.2357
16.035,9.2332,11.184,24.4202
16.04,9.33075,11.2472,24.6109
16.045,9.42657,11.3024,24.8075
16.05,9.52036,11.3493,25.0094
16.055,9.61181,11.3873,25.2162
16.06,9.70058,11.4161,25.4272
16.065,9.78635,11.4353,25.6419
16.07,9.8688,11.4445,25.8596
16.075,9.94759,11.4436,26.0795
16.08,10.0224,11.4322,26.301
16.085,10.0929,11.41,26.5232
16.09,10.1587,11.377,26.7453
16.095,10.2196,11.3331,26.9666
16.1,10.2753,11.2781,27.1861
16.105,10.3255,11.2122,27.4031
16.11,10.3698,11.1353,27.6166
16.115,10.4081,11.0477,27.8257
16.12,10.4401,10.9495,28.0296
16.125,10.4655,10.841,28.2275
16.13,10.4843,10.7225,28.4184
16.135,10.4962,10.5946,28.6016
16.14,10.5011,10.4575,28.7762
16.145,10.4989,10.312,28.9416
16.15,10.4896,10.1585,29.097
16.155,10.473,9.99772,29.2419
16.16,10.4493,9.83034,29.3755
16.165,10.4183,9.65707,29.4974
16.17,10.3803,9.47869,29.6072
16.175,10.3352,9.29598,29.7044
16.18,10.2832,9.10975,29.7887
16.185,10.2246,8.92081,29.8599
16.19,10.1594,8.73,29.9178
16.195,10.0879,8.53814,29.9624
16.2,10.0104,8.34602,29.9936
16.205,9.92719,8.15446,30.0114
16.21,9.83855,7.96422,30.016
16.215,9.74484,7.77603,30.0075
16.22,9.6464,7.59061,29.9863
16.225,9.54361,7.40862,29.9526
16.23,9.43686,7.23068,29.9068
16.235,9.32655,7.05738,29.8492
16.24,9.21309,6.88922,29.7803
16.245,9.0969,6.7267,29.7006
16.25,8.97839,6.57023,29.6105
16.255,8.85798,6.42019,29.5107
16.26,8.73609,6.27689,29.4016
16.265,8.61313,6.1406,29.2837
16.27,8.4895,6.01155,29.1577
16.275,8.36561,5.8899,29.0241
16.28,8.24182,5.77579,28.8835
16.285,8.11852,5.66929,28.7364
16.29,7.99606,5.57046,28.5834
16.295,7.87478,5.4793,28.425
16.3,7.755,5.3958,28.2617
16.305,7.63704,5.3199,28.0941
16.31,7.52119,5.25152,27.9227
16.315,7.4077,5.19057,27.7479
16.32,7.29685,5.13691,27.5701
16.325,7.18885,5.09043,27.39
16.33,7.08393,5.05096,27.2077
16.335,6.98228,5.01835,27.0239
16.34,6.88408,4.99242,26.8387
16.345,6.7895,4.97301,26.6527
16.35,6.69868,4.95993,26.4662
16.355,6.61174,4.95301,26.2794
16.36,6.5288,4.95207,26.0928
16.365,6.44997,4.95693,25.9065
16.37,6.37531,4.96741,25.721
16.375,6.30492,4.98334,25.5364
16.38,6.23884,5.00456,25.353
16.385,6.17713,5.03092,25.171
16.39,6.11982,5.06225,24.9908
16.395,6.06694,5.09842,24.8125
16.4,6.01851,5.13929,24.6363
16.405,5.97455,5.18472,24.4625
16.41,5.93506,5.2346,24.2912
16.415,5.90004,5.28881,24.1227
16.42,5.86947,5.34724,23.9571
16.425,5.84336,5.40981,23.7946
16.43,5.82168,5.47641,23.6354
16.435,5.80442,5.54697,23.4796
16.44,5.79155,5.62141,23.3275
16.445,5.78304,5.69964,23.1793
16.45,5.77887,5.78162,23.035
16.455,5.77901,5.86728,22.895
16.46,5.78342,5.95656,22.7592
16.465,5.79208,6.04941,22.628
16.47,5.80495,6.14577,22.5015
16.475,5.82199,6.24561,22.3799
16.48,5.84317,6.34888,22.2633
16.485,5.86845,6.45552,22.1519
16.49,5.89781,6.56549,22.046
16.495,5.93119,6.67876,21.9457
16.5,5.96857,6.79525,21.8511
16.505,6.0099,6.91493,21.7625
16.51,6.05516,7.03774,21.6802
16.515,6.10428,7.16362,21.6042
16.52,6.15725,7.29249,21.5348
16.525,6.21401,7.42428,21.4721
16.53,6.27453,7.55891,21.4165
16.535,6.33875,7.69628,21.3681
16.54,6.40662,7.8363,21.3271
16.545,6.47811,7.97883,21.2938
16.55,6.55314,8.12377,21.2683
16.555,6.63167,8.27095,21.2509
16.56,6.71364,8.42023,21.2418
16.565,6.79897,8.57142,21.2412
16.57,6.88759,8.72433,21.2494
16.575,6.97943,8.87875,21.2665
16.58,7.07439,9.03443,21.2928
16.585,7.17239,9.19113,21.3285
16.59,7.27333,9.34857,21.3737
16.595,7.37709,9.50644,21.4287
16.6,7.48356,9.6644,21.4936
16.605,7.5926,9.82212,21.5687
16.61,7.70408,9.9792,21.654
16.615,7.81783,10.1352,21.7497
16.62,7.9337,10.2898,21.8558
16.625,8.05151,10.4424,21.9726
16.63,8.17105,10.5926,22.1
16.635,8.29213,10.7398,22.2381
16.64,8.41451,10.8835,22.3869
16.645,8.53796,11.0232,22.5463
16.65,8.66223,11.1582,22.7163
16.655,8.78703,11.288,22.8967
16.66,8.91207,11.4118,23.0873
16.665,9.03706,11.5291,23.288
16.67,9.16166,11.6392,23.4984
16.675,9.28554,11.7414,23.7183
16.68,9.40833,11.835,23.9472
16.685,9.52966,11.9195,24.1846
16.69,9.64915,11.994,24.4301
16.695,9.7664,12.058,24.683
16.7,9.88098,12.1109,24.9427
16.705,9.99247,12.152,25.2085
16.71,10.1004,12.1807,25.4795
16.715,10.2045,12.1966,25.755
16.72,10.3041,12.1992,26.0339
16.725,10.3988,12.1879,26.3152
16.73,10.4883,12.1626,26.5981
16.735,10.572,12.1229,26.8813
16.74,10.6495,12.0685,27.1636
16.745,10.7205,11.9995,27.4441
16.75,10.7844,11.9157,27.7214
16.755,10.841,11.8172,27.9943
16.76,10.8898,11.7042,28.2616
16.765,10.9305,11.577,28.522
16.77,10.9629,11.4359,28.7744
16.775,10.9865,11.2815,29.0176
16.78,11.0013,11.1142,29.2505
16.785,11.0069,10.9349,29.4718
16.79,11.0033,10.7442,29.6806
16.795,10.9903,10.543,29.876
16.8,10.968,10.3322,30.057
16.805,10.9362,10.1129,30.2229
16.81,10.895,9.88612,30.3729
16.815,10.8446,9.65295,30.5065
16.82,10.785,9.41455,30.6231
16.825,10.7165,9.1721,30.7225
16.83,10.6393,8.92678,30.8043
16.835,10.5536,8.67977,30.8685
16.84,10.4599,8.43224,30.9149
16.845,10.3586,8.18533,30.9437
16.85,10.2499,7.94015,30.9551
16.855,10.1344,7.69776,30.9493
16.86,10.0126,7.45915,30.9267
16.865,9.8849,7.22527,30.8877
16.87,9.75192,6.997,30.833
16.875,9.61418,6.77512,30.7631
16.88,9.47222,6.56035,30.6786
16.885,9.32663,6.35332,30.5802
16.89,9.17796,6.1546,30.4688
16.895,9.0268,5.96465,30.345
16.9,8.87369,5.78385,30.2096
16.905,8.7192,5.61253,30.0634
16.91,8.56386,5.45091,29.9072
16.915,8.40822,5.29917,29.7419
16.92,8.25276,5.15741,29.5681
16.925,8.098,5.02565,29.3867
16.93,7.94438,4.90389,29.1983
16.935,7.79235,4.79204,29.0038
16.94,7.64234,4.69001,28.8038
16.945,7.49472,4.59763,28.599
16.95,7.34987,4.51473,28.3899
16.955,7.20811,4.44107,28.1773
16.96,7.06976,4.37644,27.9617
16.965,6.93509,4.32056,27.7436
16.97,6.80437,4.27317,27.5235
16.975,6.67781,4.234,27.3019
16.98,6.55562,4.20275,27.0792
16.985,6.43797,4.17914,26.8559
16.99,6.32503,4.16288,26.6324
16.995,6.21692,4.1537,26.4089
17,6.11376,4.1513,26.1859
17.005,6.01564,4.15543,25.9637
17.01,5.92263,4.16582,25.7425
17.015,5.83479,4.18223,25.5226
17.02,5.75216,4.20442,25.3043
17.025,5.67477,4.23217,25.0878
17.03,5.60264,4.26527,24.8734
17.035,5.53578,4.30351,24.6613
17.04,5.47416,4.34673,24.4516
17.045,5.41779,4.39475,24.2445
17.05,5.36664,4.44742,24.0403
17.055,5.32068,4.5046,23.8391
17.06,5.27987,4.56617,23.6411
17.065,5.24419,4.63201,23.4464
17.07,5.21358,4.70203,23.2553
17.075,5.188,4.77613,23.0678
17.08,5.16741,4.85426,22.8841
17.085,5.15175,4.93633,22.7044
17.09,5.14098,5.0223,22.5288
17.095,5.13504,5.11212,22.3575
17.1,5.1339,5.20575,22.1907
17.105,5.13749,5.30318,22.0284
17.11,5.14578,5.40437,21.8709
17.115,5.1587,5.50931,21.7184
17.12,5.17624,5.618,21.5709
17.125,5.19832,5.73042,21.4287
17.13,5.22493,5.84657,21.2919
17.135,5.25601,5.96646,21.1608
17.14,5.29153,6.09008,21.0354
17.145,5.33146,6.21744,20.9161
17.15,5.37576,6.34854,20.8029
17.155,5.4244,6.48336,20.6962
17.16,5.47735,6.62192,20.5961
17.165,5.53458,6.76419,20.5028
17.17,5.59606,6.91017,20.4166
17.175,5.66176,7.05982,20.3378
17.18,5.73166,7.21312,20.2665
17.185,5.80574,7.37003,20.203
17.19,5.88395,7.53048,20.1475
17.195,5.96628,7.69443,20.1004
17.2,6.05269,7.86178,20.062
17.205,6.14314,8.03244,20.0324
17.21,6.23761,8.20629,20.012
17.215,6.33604,8.3832,20.0011
17.22,6.4384,8.56301,20
17.225,6.54463,8.74554,20.009
17.23,6.65467,8.93058,20.0284
17.235,6.76847,9.1179,20.0585
17.24,6.88594,9.30722,20.0996
17.245,7.00701,9.49826,20.1521
17.25,7.13157,9.69069,20.2162
17.255,7.25952,9.88413,20.2922
17.26,7.39075,10.0782,20.3804
17.265,7.52513,10.2724,20.4811
17.27,7.66249,10.4663,20.5945
17.275,7.80268,10.6594,20.7209
17.28,7.94552,10.8511,20.8605
17.285,8.0908,11.0407,21.0134
17.29,8.23829,11.2277,21.1799
17.295,8.38777,11.4113,21.36
17.3,8.53894,11.5908,21.5538
17.305,8.69154,11.7654,21.7612
17.31,8.84523,11.9342,21.9824
17.315,8.99968,12.0964,22.2171
17.32,9.15451,12.2512,22.4652
17.325,9.30935,12.3975,22.7264
17.33,9.46376,12.5344,23.0005
17.335,9.61729,12.661,23.2869
17.34,9.76948,12.7763,23.5852
17.345,9.91982,12.8792,23.8948
17.35,10.0678,12.9688,24.215
17.355,10.2128,13.0441,24.545
17.36,10.3544,13.1043,24.8838
17.365,10.4919,13.1483,25.2305
17.37,10.6247,13.1754,25.5838
17.375,10.7523,13.1848,25.9426
17.38,10.8739,13.1757,26.3056
17.385,10.989,13.1476,26.6712
17.39,11.0969,13.0999,27.038
17.395,11.197,13.0323,27.4043
17.4,11.2888,12.9445,27.7685
17.405,11.3716,12.8364,28.1289
17.41,11.4448,12.708,28.4837
17.415,11.508,12.5596,28.8311
17.42,11.5606,12.3914,29.1694
17.425,11.6021,12.2041,29.4967
17.43,11.6322,11.9982,29.8114
17.435,11.6505,11.7747,30.1117
17.44,11.6567,11.5346,30.3962
17.445,11.6506,11.2789,30.6632
17.45,11.632,11.0092,30.9113
17.455,11.6009,10.7266,31.1395
17.46,11.5572,10.4329,31.3465
17.465,11.501,10.1296,31.5314
17.47,11.4324,9.81834,31.6935
17.475,11.3517,9.50095,31.8321
17.48,11.2592,9.17919,31.947
17.485,11.1552,8.8548,32.0378
17.49,11.0401,8.52954,32.1045
17.495,10.9146,8.20512,32.1473
17.5,10.7791,7.88319,32.1664
17.505,10.6343,7.56533,32.1624
17.51,10.4809,7.25301,32.1358
17.515,10.3195,6.94761,32.0874
17.52,10.1509,6.65037,32.0181
17.525,9.97587,6.36243,31.9287
17.53,9.7952,6.08478,31.8203
17.535,9.60968,5.81827,31.6941
17.54,9.42011,5.56364,31.551
17.545,9.22728,5.32146,31.3924
17.55,9.03199,5.0922,31.2194
17.555,8.835,4.8762,31.0331
17.56,8.63706,4.67365,30.8347
17.565,8.43889,4.48468,30.6254
17.57,8.24118,4.30929,30.4063
17.575,8.04459,4.14738,30.1784
17.58,7.84973,3.9988,29.9429
17.585,7.65718,3.8633,29.7006
17.59,7.46749,3.74059,29.4525
17.595,7.28114,3.63032,29.1995
17.6,7.0986,3.53209,28.9423
17.605,6.92027,3.44549,28.6818
17.61,6.74654,3.37008,28.4186
17.615,6.57771,3.30537,28.1533
17.62,6.4141,3.25091,27.8867
17.625,6.25594,3.20622,27.6191
17.63,6.10345,3.17083,27.3511
17.635,5.95682,3.14426,27.0832
17.64,5.81619,3.12606,26.8158
17.645,5.68168,3.11579,26.5491
17.65,5.55339,3.11302,26.2836
17.655,5.43137,3.11734,26.0196
17.66,5.31567,3.12838,25.7574
17.665,5.20631,3.14576,25.4971
17.67,5.10328,3.16916,25.239
17.675,5.00657,3.19825,24.9834
17.68,4.91616,3.23274,24.7303
17.685,4.83199,3.27237,24.48
17.69,4.754,3.31689,24.2327
17.695,4.68215,3.36608,23.9884
17.7,4.61634,3.41975,23.7474
17.705,4.55652,3.47773,23.5097
17.71,4.50258,3.53986,23.2755
17.715,4.45444,3.60601,23.0448
17.72,4.41202,3.67607,22.8179
17.725,4.37522,3.74995,22.5947
17.73,4.34396,3.82757,22.3755
17.735,4.31814,3.90888,22.1603
17.74,4.29768,3.99382,21.9492
17.745,4.28248,4.08239,21.7424
17.75,4.27248,4.17456,21.5399
17.755,4.26758,4.27032,21.3419
17.76,4.26772,4.3697,21.1484
17.765,4.27282,4.47272,20.9597
17.77,4.28281,4.5794,20.7758
17.775,4.29764,4.68979,20.5968
17.78,4.31725,4.80393,20.423
17.785,4.34158,4.92189,20.2544
17.79,4.3706,5.04371,20.0912
17.795,4.40426,5.16947,19.9335
17.8,4.44252,5.29924,19.7816
17.805,4.48535,5.43308,19.6355
17.81,4.53274,5.57108,19.4956
17.815,4.58466,5.7133,19.3619
17.82,4.64109,5.85983,19.2347
17.825,4.70202,6.01072,19.1142
17.83,4.76746,6.16607,19.0007
17.835,4.83739,6.32592,18.8943
17.84,4.91182,6.49034,18.7954
17.845,4.99074,6.65939,18.7042
17.85,5.07417,6.8331,18.621
17.855,5.16212,7.01152,18.546
17.86,5.25459,7.19466,18.4797
17.865,5.35159,7.38254,18.4224
17.87,5.45314,7.57515,18.3743
17.875,5.55924,7.77246,18.3358
17.88,5.6699,7.97443,18.3074
17.885,5.78513,8.18099,18.2894
17.89,5.90492,8.39204,18.2821
17.895,6.02928,8.60748,18.2862
17.9,6.15819,8.82713,18.3018
17.905,6.29164,9.05082,18.3296
17.91,6.42959,9.27832,18.3699
17.915,6.57203,9.50937,18.4233
17.92,6.7189,9.74365,18.4901
17.925,6.87014,9.98082,18.5709
17.93,7.02567,10.2205,18.6661
17.935,7.18541,10.4621,18.7763
17.94,7.34924,10.7053,18.9018
17.945,7.51705,10.9493,19.0432
17.95,7.68866,11.1936,19.2008
17.955,7.86391,11.4375,19.3751
17.96,8.04259,11.6801,19.5665
17.965,8.22446,11.9206,19.7753
17.97,8.40927,12.1581,20.0018
17.975,8.59671,12.3916,20.2463
17.98,8.78645,12.6199,20.509
17.985,8.97813,12.842,20.79
17.99,9.17132,13.0565,21.0893
17.995,9.36558,13.2623,21.4068
18,9.56042,13.4579,21.7424
18.005,9.75529,13.6419,22.0958
18.01,9.94962,13.8129,22.4666
18.015,10.1428,13.9694,22.8543
18.02,10.3341,14.1098,23.258
18.025,10.5229,14.2326,23.6769
18.03,10.7084,14.3363,24.1101
18.035,10.8898,14.4193,24.5562
18.04,11.0663,14.4803,25.0139
18.045,11.237,14.5178,25.4816
18.05,11.401,14.5305,25.9575
18.055,11.5575,14.5173,26.4397
18.06,11.7055,14.4771,26.9261
18.065,11.8441,14.409,27.4144
18.07,11.9723,14.3124,27.9022
18.075,12.0893,14.1869,28.3869
18.08,12.1942,14.0321,28.866
18.085,12.2861,13.8482,29.3367
18.09,12.3642,13.6354,29.7962
18.095,12.4277,13.3943,30.2419
18.1,12.4761,13.1259,30.6709
18.105,12.5086,12.8313,31.0808
18.11,12.5247,12.5119,31.4689
18.115,12.5241,12.1695,31.8328
18.12,12.5063,11.806,32.1705
18.125,12.4713,11.4237,32.4798
18.13,12.4189,11.0249,32.7591
18.135,12.3492,10.6121,33.0069
18.14,12.2624,10.1882,33.222
18.145,12.1587,9.75573,33.4037
18.15,12.0385,9.31765,33.5514
18.155,11.9025,8.87672,33.6649
18.16,11.7512,8.43569,33.7443
18.165,11.5854,7.99724,33.79
18.17,11.406,7.56393,33.8028
18.175,11.2139,7.13815,33.7834
18.18,11.0101,6.72211,33.7332
18.185,10.7957,6.31783,33.6535
18.19,10.5718,5.9271,33.5458
18.195,10.3396,5.55145,33.4118
18.2,10.1002,5.19222,33.2534
18.205,9.85478,4.85046,33.0722
18.21,9.60456,4.52701,32.8702
18.215,9.35068,4.22247,32.6494
18.22,9.09427,3.93723,32.4114
18.225,8.83642,3.67148,32.1583
18.23,8.57817,3.42521,31.8918
18.235,8.32053,3.19827,31.6134
18.24,8.06441,2.99035,31.325
18.245,7.81071,2.80101,31.0279
18.25,7.56023,2.6297,30.7236
18.255,7.3137,2.47579,30.4133
18.26,7.0718,2.33859,30.0984
18.265,6.83514,2.21735,29.7797
18.27,6.60425,2.11126,29.4585
18.275,6.3796,2.01952,29.1354
18.28,6.1616,1.94131,28.8113
18.285,5.95059,1.8758,28.487
18.29,5.74685,1.82218,28.163
18.295,5.55061,1.77965,27.8398
18.3,5.36206,1.74744,27.518
18.305,5.18133,1.72482,27.198
18.31,5.00851,1.71106,26.88
18.315,4.84364,1.70551,26.5645
18.32,4.68673,1.70753,26.2516
18.325,4.53777,1.71653,25.9416
18.33,4.39671,1.73197,25.6346
18.335,4.26347,1.75332,25.3309
18.34,4.13796,1.78014,25.0305
18.345,4.02007,1.81198,24.7336
18.35,3.90967,1.84848,24.4403
18.355,3.80661,1.88927,24.1505
18.36,3.71074,1.93406,23.8645
18.365,3.62191,1.98257,23.5822
18.37,3.53994,2.03455,23.3037
18.375,3.46467,2.0898,23.0289
18.38,3.39593,2.14814,22.7581
18.385,3.33354,2.20943,22.4911
18.39,3.27733,2.27354,22.2281
18.395,3.22714,2.34036,21.969
18.4,3.1828,2.40984,21.7138
18.405,3.14416,2.48192,21.4626
18.41,3.11104,2.55656,21.2155
18.415,3.08332,2.63376,20.9724
18.42,3.06084,2.71351,20.7333
18.425,3.04348,2.79585,20.4984
18.43,3.03109,2.88081,20.2677
18.435,3.02358,2.96844,20.0411
18.44,3.02082,3.0588,19.8188
18.445,3.02272,3.15197,19.6007
18.45,3.02918,3.24804,19.387
18.455,3.04013,3.34711,19.1777
18.46,3.05548,3.44927,18.9729
18.465,3.07517,3.55466,18.7726
18.47,3.09914,3.66339,18.577
18.475,3.12735,3.7756,18.386
18.48,3.15976,3.89141,18.1999
18.485,3.19635,4.01099,18.0187
18.49,3.23708,4.13447,17.8426
18.495,3.28195,4.26201,17.6716
18.5,3.33095,4.39378,17.5059
18.505,3.38409,4.52993,17.3457
18.51,3.44138,4.67064,17.1911
18.515,3.50285,4.81607,17.0422
18.52,3.56851,4.96639,16.8993
18.525,3.6384,5.12178,16.7626
18.53,3.71257,5.28241,16.6323
18.535,3.79106,5.44845,16.5086
18.54,3.87393,5.62008,16.3917
18.545,3.96124,5.79745,16.282
18.55,4.05305,5.98075,16.1798
18.555,4.14944,6.17012,16.0853
18.56,4.25047,6.36572,15.9988
18.565,4.35623,6.56769,15.9208
18.57,4.4668,6.77617,15.8515
18.575,4.58227,6.99128,15.7915
18.58,4.70272,7.21313,15.7412
18.585,4.82824,7.4418,15.7009
18.59,4.95892,7.67736,15.6712
18.595,5.09484,7.91987,15.6526
18.6,5.23609,8.16934,15.6456
18.605,5.38276,8.42575,15.6509
18.61,5.53491,8.68907,15.669
18.615,5.69261,8.9592,15.7005
18.62,5.85594,9.23603,15.7462
18.625,6.02495,9.51935,15.8067
18.63,6.19967,9.80895,15.8827
18.635,6.38013,10.1045,15.975
18.64,6.56635,10.4057,16.0843
18.645,6.75832,10.7121,16.2115
18.65,6.95601,11.0231,16.3573
18.655,7.15936,11.3381,16.5226
18.66,7.3683,11.6565,16.7082
18.665,7.5827,11.9773,16.9149
