t,u[0],u[1],u[2]
22.58,2.09531,3.11777,14.6756
22.585,2.14802,3.23353,14.5147
22.59,2.20392,3.3538,14.358
22.595,2.26308,3.47879,14.2058
22.6,2.32557,3.60873,14.058
22.605,2.39148,3.74386,13.9149
22.61,2.4609,3.88441,13.7766
22.615,2.53393,4.03062,13.6433
22.62,2.61068,4.18275,13.5151
22.625,2.69126,4.34105,13.3922
22.63,2.77578,4.50577,13.2749
22.635,2.86438,4.67718,13.1635
22.64,2.9572,4.85554,13.0581
22.645,3.05436,5.04113,12.959
22.65,3.15602,5.23421,12.8667
22.655,3.26234,5.43506,12.7814
22.66,3.37346,5.64394,12.7035
22.665,3.48955,5.86112,12.6333
22.67,3.61078,6.08687,12.5714
22.675,3.73733,6.32145,12.5182
22.68,3.86938,6.5651,12.4742
22.685,4.00709,6.81805,12.44
22.69,4.15066,7.08053,12.4161
22.695,4.30026,7.35274,12.4032
22.7,4.45609,7.63486,12.4021
22.705,4.61832,7.92702,12.4133
22.71,4.78714,8.22935,12.4377
22.715,4.96272,8.54192,12.4762
22.72,5.14523,8.86474,12.5295
22.725,5.33483,9.1978,12.5988
22.73,5.53168,9.54098,12.685
22.735,5.7359,9.89413,12.7891
22.74,5.94762,10.257,12.9122
22.745,6.16693,10.6292,13.0556
22.75,6.39391,11.0103,13.2204
22.755,6.62861,11.3997,13.4079
22.76,6.87103,11.7967,13.6194
22.765,7.12114,12.2005,13.8561
22.77,7.37888,12.6099,14.1195
22.775,7.64411,13.0239,14.4109
22.78,7.91666,13.4409,14.7316
22.785,8.19628,13.8594,15.0829
22.79,8.48265,14.2776,15.466
22.795,8.77537,14.6935,15.8822
22.8,9.07395,15.1046,16.3324
22.805,9.37782,15.5084,16.8175
22.81,9.6863,15.9022,17.3383
22.815,9.99859,16.2829,17.8954
22.82,10.3138,16.6472,18.4887
22.825,10.6308,16.9916,19.1184
22.83,10.9486,17.3123,19.7841
22.835,11.2658,17.6056,20.4847
22.84,11.5811,17.8673,21.2192
22.845,11.8929,18.0935,21.9856
22.85,12.1994,18.2799,22.7817
22.855,12.4991,18.4225,23.6046
22.86,12.7898,18.5175,24.4509
22.865,13.0698,18.5611,25.3164
22.87,13.3369,18.55,26.1967
22.875,13.589,18.4813,27.0864
22.88,13.824,18.3525,27.9799
22.885,14.0397,18.162,28.871
22.89,14.2341,17.9086,29.7533
22.895,14.4052,17.5921,30.6201
22.9,14.551,17.2131,31.4643
22.905,14.6698,16.773,32.279
22.91,14.7599,16.2744,33.0576
22.915,14.82,15.7204,33.7935
22.92,14.849,15.1153,34.4806
22.925,14.846,14.4641,35.1134
22.93,14.8105,13.7723,35.6871
22.935,14.7422,13.0463,36.1978
22.94,14.6412,12.2927,36.6424
22.945,14.508,11.5186,37.0185
22.95,14.3433,10.731,37.3252
22.955,14.1481,9.93717,37.5621
22.96,13.9238,9.14396,37.73
22.965,13.6719,8.358,37.8304
22.97,13.3944,7.58549,37.8657
22.975,13.0932,6.83205,37.8391
22.98,12.7706,6.10269,37.7541
22.985,12.4288,5.40174,37.6149
22.99,12.0704,4.73282,37.4259
22.995,11.6976,4.09879,37.1918
23,11.3129,3.50185,36.9173
23.005,10.9189,2.94347,36.6071
23.01,10.5177,2.42453,36.266
23.015,10.1118,1.94528,35.8985
23.02,9.70319,1.50549,35.5087
23.025,9.29397,1.10446,35.1006
23.03,8.88604,0.741113,34.678
23.035,8.48113,0.414064,34.2442
23.04,8.08086,0.12173,33.8022
23.045,7.68661,-0.137781,33.3546
23.05,7.29965,-0.366422,32.9038
23.055,6.92108,-0.566235,32.4519
23.06,6.55184,-0.739297,32.0005
23.065,6.19273,-0.887694,31.5511
23.07,5.84442,-1.01348,31.105
23.075,5.50744,-1.11867,30.6631
23.08,5.18219,-1.2052,30.2263
23.085,4.86896,-1.27491,29.795
23.09,4.56796,-1.32958,29.37
23.095,4.27928,-1.37085,28.9513
23.1,4.00293,-1.40027,28.5394
23.105,3.73887,-1.41929,28.1343
23.11,3.48697,-1.42924,27.7361
23.115,3.24704,-1.43135,27.3448
23.12,3.01887,-1.42674,26.9603
23.125,2.80218,-1.41643,26.5827
23.13,2.59668,-1.40136,26.2117
23.135,2.40202,-1.38237,25.8472
23.14,2.21786,-1.36022,25.4891
23.145,2.04382,-1.33557,25.1372
23.15,1.87951,-1.30906,24.7913
23.155,1.72454,-1.2812,24.4513
23.16,1.57851,-1.25247,24.117
23.165,1.44102,-1.22331,23.7883
23.17,1.31166,-1.19408,23.4649
23.175,1.19003,-1.16509,23.1467
23.18,1.07573,-1.13663,22.8336
23.185,0.968387,-1.10895,22.5255
23.19,0.867605,-1.08223,22.2221
23.195,0.773016,-1.05667,21.9234
23.2,0.68426,-1.03241,21.6292
23.205,0.600985,-1.00958,21.3394
23.21,0.522853,-0.988265,21.054
23.215,0.449535,-0.968562,20.7727
23.22,0.380717,-0.950536,20.4956
23.225,0.316097,-0.934239,20.2225
23.23,0.255384,-0.919711,19.9533
23.235,0.198301,-0.906983,19.688
23.24,0.144582,-0.896077,19.4264
23.245,0.0939734,-0.887007,19.1686
23.25,0.0462344,-0.879782,18.9144
23.255,0.00113452,-0.874406,18.6637
23.26,-0.0415453,-0.87088,18.4166
23.265,-0.0820135,-0.869201,18.1729
23.27,-0.120468,-0.869368,17.9326
23.275,-0.157097,-0.871374,17.6957
23.28,-0.19208,-0.875217,17.4621
23.285,-0.225586,-0.880893,17.2317
23.29,-0.257777,-0.888398,17.0045
23.295,-0.288806,-0.897733,16.7805
23.3,-0.318819,-0.908898,16.5596
23.305,-0.347956,-0.921897,16.3417
23.31,-0.376349,-0.936736,16.127
23.315,-0.404125,-0.953426,15.9152
23.32,-0.431404,-0.971979,15.7064
23.325,-0.458301,-0.992413,15.5005
23.33,-0.484929,-1.01475,15.2975
23.335,-0.511393,-1.03901,15.0975
23.34,-0.537796,-1.06523,14.9002
23.345,-0.564238,-1.09344,14.7058
23.35,-0.590814,-1.12367,14.5142
23.355,-0.617619,-1.15598,14.3254
23.36,-0.644744,-1.19042,14.1393
23.365,-0.672278,-1.22703,13.956
23.37,-0.700309,-1.26587,13.7754
23.375,-0.728923,-1.30702,13.5975
23.38,-0.758206,-1.35054,13.4223
23.385,-0.788243,-1.39651,13.2498
23.39,-0.819119,-1.44502,13.08
23.395,-0.850919,-1.49614,12.9128
23.4,-0.883728,-1.54999,12.7483
23.405,-0.917633,-1.60666,12.5865
23.41,-0.95272,-1.66627,12.4274
23.415,-0.989078,-1.72893,12.271
23.42,-1.0268,-1.79476,12.1173
23.425,-1.06597,-1.8639,11.9663
23.43,-1.10668,-1.93648,11.8181
23.435,-1.14905,-2.01266,11.6726
23.44,-1.19315,-2.0926,11.53
23.445,-1.23909,-2.17645,11.3901
23.45,-1.28699,-2.26439,11.2532
23.455,-1.33694,-2.35661,11.1192
23.46,-1.38907,-2.4533,10.9883
23.465,-1.44349,-2.55466,10.8603
23.47,-1.50031,-2.66091,10.7356
23.475,-1.55967,-2.77226,10.614
23.48,-1.6217,-2.88895,10.4958
23.485,-1.68654,-3.01122,10.3811
23.49,-1.75431,-3.13933,10.2699
23.495,-1.82519,-3.27355,10.1624
23.5,-1.89931,-3.41415,10.0587
23.505,-1.97683,-3.56142,9.95912
23.51,-2.05793,-3.71566,9.8637
23.515,-2.14278,-3.87719,9.7727
23.52,-2.23155,-4.04631,9.68634
23.525,-2.32444,-4.22338,9.60487
23.53,-2.42164,-4.40872,9.52858
23.535,-2.52335,-4.60269,9.45777
23.54,-2.62979,-4.80566,9.39276
23.545,-2.74116,-5.018,9.33394
23.55,-2.8577,-5.24008,9.2817
23.555,-2.97963,-5.47228,9.2365
23.56,-3.1072,-5.71499,9.19881
23.565,-3.24066,-5.9686,9.16916
23.57,-3.38025,-6.23349,9.14814
23.575,-3.52624,-6.51005,9.13638
23.58,-3.6789,-6.79866,9.13457
23.585,-3.83849,-7.09966,9.14346
23.59,-4.00529,-7.41341,9.16386
23.595,-4.17958,-7.74023,9.19666
23.6,-4.36163,-8.08041,9.24282
23.605,-4.55173,-8.4342,9.30337
23.61,-4.75015,-8.80181,9.37944
23.615,-4.95717,-9.18338,9.47222
23.62,-5.17303,-9.57899,9.58301
23.625,-5.39801,-9.98865,9.71318
23.63,-5.63233,-10.4123,9.86422
23.635,-5.87621,-10.8496,10.0377
23.64,-6.12986,-11.3003,10.2353
23.645,-6.39342,-11.7639,10.4587
23.65,-6.66703,-12.2398,10.7097
23.655,-6.95077,-12.727,10.9904
23.66,-7.24467,-13.2245,11.3026
23.665,-7.54871,-13.731,11.6484
23.67,-7.86279,-14.2449,12.0298
23.675,-8.18673,-14.7643,12.4489
23.68,-8.52025,-15.2869,12.9078
23.685,-8.86299,-15.8101,13.4083
23.69,-9.21445,-16.3311,13.9525
23.695,-9.57401,-16.8465,14.5419
23.7,-9.9409,-17.3526,15.1782
23.705,-10.3142,-17.845,15.8624
23.71,-10.6928,-18.3194,16.5955
23.715,-11.0755,-18.7706,17.378
23.72,-11.4607,-19.1933,18.2098
23.725,-11.847,-19.5818,19.0902
23.73,-12.2322,-19.9302,20.0181
23.735,-12.6146,-20.2321,20.9911
23.74,-12.9916,-20.4814,22.0065
23.745,-13.361,-20.6718,23.0603
23.75,-13.7199,-20.7971,24.1477
23.755,-14.0658,-20.8515,25.2631
23.76,-14.3955,-20.8298,26.3995
23.765,-14.7061,-20.7274,27.5494
23.77,-14.9945,-20.5404,28.7042
23.775,-15.2576,-20.2661,29.8544
23.78,-15.4924,-19.903,30.9902
23.785,-15.6959,-19.4509,32.1012
23.79,-15.8653,-18.9111,33.1769
23.795,-15.9981,-18.2865,34.2068
23.8,-16.0921,-17.5813,35.1807
23.805,-16.1454,-16.8015,36.089
23.81,-16.1566,-15.9542,36.923
23.815,-16.1245,-15.0481,37.6751
23.82,-16.0488,-14.0926,38.3391
23.825,-15.9293,-13.098,38.9102
23.83,-15.7665,-12.0753,39.3851
23.835,-15.5615,-11.0354,39.7624
23.84,-15.3158,-9.98954,40.0421
23.845,-15.0312,-8.94822,40.2259
23.85,-14.7102,-7.92153,40.3169
23.855,-14.3553,-6.91871,40.3196
23.86,-13.9697,-5.94795,40.2393
23.865,-13.5566,-5.01635,40.0825
23.87,-13.1192,-4.12979,39.856
23.875,-12.6612,-3.2929,39.5671
23.88,-12.186,-2.50911,39.2235
23.885,-11.697,-1.78068,38.8326
23.89,-11.1977,-1.10876,38.4018
23.895,-10.6913,-0.493573,37.938
23.9,-10.1809,0.0655516,37.4477
23.905,-9.66941,0.569993,36.9371
23.91,-9.1595,1.02173,36.4115
23.915,-8.65358,1.42322,35.876
23.92,-8.15385,1.77726,35.3347
23.925,-7.66225,2.0869,34.7913
23.93,-7.18053,2.35531,34.2492
23.935,-6.71008,2.58582,33.7107
23.94,-6.25212,2.78172,33.1781
23.945,-5.80765,2.94623,32.6531
23.95,-5.37748,3.08248,32.1371
23.955,-4.96222,3.19348,31.631
23.96,-4.5623,3.28208,31.1355
23.965,-4.17802,3.35096,30.6512
23.97,-3.8095,3.40262,30.1782
23.975,-3.45678,3.43938,29.7167
23.98,-3.11975,3.46339,29.2667
23.985,-2.79823,3.47659,28.828
23.99,-2.49195,3.48079,28.4004
23.995,-2.20058,3.47759,27.9836
24,-1.9237,3.46845,27.5773
24.005,-1.66088,3.4547,27.1811
24.01,-1.41162,3.43752,26.7947
24.015,-1.17541,3.41795,26.4177
24.02,-0.951708,3.39694,26.0497
24.025,-0.739956,3.37531,25.6904
24.03,-0.539582,3.35381,25.3393
24.035,-0.350013,3.33307,24.9962
24.04,-0.17067,3.31367,24.6608
24.045,-0.000978157,3.2961,24.3327
24.05,0.159633,3.28081,24.0116
24.055,0.311724,3.26816,23.6974
24.06,0.45585,3.25848,23.3897
24.065,0.592549,3.25207,23.0883
24.07,0.722348,3.24916,22.793
24.075,0.84576,3.24996,22.5038
24.08,0.963283,3.25467,22.2203
24.085,1.0754,3.26343,21.9424
24.09,1.18257,3.27638,21.6701
24.095,1.28524,3.29365,21.4032
24.1,1.38385,3.31533,21.1416
24.105,1.47882,3.34152,20.8852
24.11,1.57054,3.37229,20.634
24.115,1.65939,3.40772,20.3879
24.12,1.74575,3.44788,20.1468
24.125,1.82997,3.49283,19.9107
24.13,1.91239,3.54264,19.6797
24.135,1.99333,3.59735,19.4537
24.14,2.07311,3.65705,19.2326
24.145,2.15203,3.72178,19.0166
24.15,2.23038,3.79161,18.8056
24.155,2.30844,3.8666,18.5997
24.16,2.38648,3.94684,18.3989
24.165,2.46475,4.03239,18.2033
24.17,2.5435,4.12333,18.0129
24.175,2.62298,4.21974,17.8279
24.18,2.70342,4.32172,17.6482
24.185,2.78504,4.42936,17.4742
24.19,2.86807,4.54275,17.3057
24.195,2.95273,4.662,17.143
24.2,3.03922,4.78721,16.9863
24.205,3.12774,4.9185,16.8357
24.21,3.2185,5.05599,16.6913
24.215,3.31169,5.19978,16.5535
24.22,3.40751,5.35,16.4223
24.225,3.50613,5.50677,16.298
24.23,3.60776,5.67021,16.1809
24.235,3.71257,5.84045,16.0713
24.24,3.82073,6.0176,15.9694
24.245,3.93243,6.20178,15.8756
24.25,4.04784,6.39309,15.7902
24.255,4.16713,6.59165,15.7135
24.26,4.29047,6.79753,15.6461
24.265,4.41801,7.01084,15.5883
24.27,4.54991,7.23162,15.5405
24.275,4.68633,7.45992,15.5032
24.28,4.82742,7.69578,15.477
24.285,4.97331,7.9392,15.4624
24.29,5.12415,8.19014,15.4599
24.295,5.28004,8.44855,15.4702
24.3,5.44111,8.71432,15.4939
24.305,5.60747,8.98732,15.5317
24.31,5.77919,9.26735,15.5842
24.315,5.95636,9.55416,15.6522
24.32,6.13903,9.84745,15.7364
24.325,6.32724,10.1468,15.8376
24.33,6.521,10.4519,15.9566
24.335,6.72032,10.762,16.0942
24.34,6.92514,11.0766,16.2512
24.345,7.13539,11.395,16.4284
24.35,7.35099,11.7163,16.6267
24.355,7.57178,12.0396,16.8468
24.36,7.79759,12.3638,17.0895
24.365,8.02817,12.6878,17.3555
24.37,8.26326,13.0102,17.6456
24.375,8.50252,13.3295,17.9603
24.38,8.74556,13.6442,18.3001
24.385,8.99192,13.9525,18.6656
24.39,9.24108,14.2526,19.0569
24.395,9.49246,14.5424,19.4742
24.4,9.7454,14.8199,19.9176
24.405,9.99916,15.0827,20.3868
24.41,10.2529,15.3285,20.8813
24.415,10.5058,15.5549,21.4005
24.42,10.7568,15.7593,21.9435
24.425,11.005,15.9393,22.5089
24.43,11.2491,16.0924,23.0954
24.435,11.4881,16.2159,23.7011
24.44,11.7206,16.3076,24.3238
24.445,11.9454,16.365,24.961
24.45,12.1612,16.3862,25.61
24.455,12.3666,16.3692,26.2675
24.46,12.5601,16.3123,26.9302
24.465,12.7404,16.2144,27.5944
24.47,12.9061,16.0744,28.2562
24.475,13.0559,15.8918,28.9114
24.48,13.1885,15.6666,29.5559
24.485,13.3026,15.3992,30.1852
24.49,13.3971,15.0905,30.7953
24.495,13.471,14.7419,31.3817
24.5,13.5234,14.3553,31.9404
24.505,13.5535,13.933,32.4676
24.51,13.5609,13.4781,32.9597
24.515,13.545,12.9936,33.4135
24.52,13.5057,12.4832,33.8261
24.525,13.4429,11.9509,34.1952
24.53,13.3568,11.4007,34.519
24.535,13.2478,10.8368,34.7962
24.54,13.1164,10.2637,35.026
24.545,12.9634,9.68564,35.2081
24.55,12.7897,9.10685,35.3429
24.555,12.5963,8.53143,35.4309
24.56,12.3845,7.96321,35.4736
24.565,12.1556,7.40577,35.4725
24.57,11.911,6.86235,35.4294
24.575,11.6523,6.33586,35.3468
24.58,11.381,5.82881,35.2271
24.585,11.0987,5.34332,35.0729
24.59,10.8071,4.88111,34.8871
24.595,10.5078,4.44354,34.6723
24.6,10.2023,4.03157,34.4316
24.605,9.89224,3.64582,34.1677
24.61,9.57912,3.28659,33.8832
24.615,9.2644,2.95394,33.5809
24.62,8.94943,2.64755,33.2633
24.625,8.63548,2.36692,32.9326
24.63,8.32375,2.11138,32.5911
24.635,8.01533,1.88008,32.2408
24.64,7.71121,1.67207,31.8835
24.645,7.41229,1.48626,31.5208
24.65,7.11939,1.32151,31.1542
24.655,6.83319,1.17664,30.7851
24.66,6.55433,1.05042,30.4146
24.665,6.28331,0.941633,30.0437
24.67,6.02058,0.849061,29.6733
24.675,5.76649,0.771507,29.3041
24.68,5.52134,0.707809,28.9368
24.685,5.28533,0.656844,28.572
24.69,5.05862,0.61754,28.21
24.695,4.8413,0.588878,27.8512
24.7,4.6334,0.569895,27.496
24.705,4.43492,0.55969,27.1446
24.71,4.24581,0.55742,26.7971
24.715,4.06597,0.562303,26.4538
24.72,3.8953,0.573619,26.1147
24.725,3.73364,0.590707,25.7798
24.73,3.58082,0.612961,25.4493
24.735,3.43665,0.639833,25.1232
24.74,3.30091,0.670826,24.8014
24.745,3.1734,0.705496,24.4839
24.75,3.05388,0.743443,24.1709
24.755,2.94211,0.784316,23.8621
24.76,2.83784,0.827803,23.5576
24.765,2.74084,0.873635,23.2574
24.77,2.65086,0.921578,22.9613
24.775,2.56766,0.971431,22.6695
24.78,2.49099,1.02303,22.3817
24.785,2.42062,1.07623,22.0981
24.79,2.35631,1.13093,21.8185
24.795,2.29784,1.18703,21.5429
24.8,2.245,1.24448,21.2713
24.805,2.19758,1.30324,21.0036
24.81,2.15536,1.36328,20.7398
24.815,2.11817,1.4246,20.4799
24.82,2.08582,1.48722,20.2238
24.825,2.05813,1.55115,19.9716
24.83,2.03495,1.61645,19.7232
24.835,2.01612,1.68316,19.4785
24.84,2.00151,1.75135,19.2377
24.845,1.99097,1.82111,19.0006
24.85,1.9844,1.89252,18.7672
24.855,1.98167,1.96567,18.5377
24.86,1.98269,2.04067,18.3119
24.865,1.98738,2.11764,18.0898
24.87,1.99564,2.1967,17.8716
24.875,2.00741,2.27797,17.6571
24.88,2.02263,2.3616,17.4464
24.885,2.04126,2.44772,17.2396
24.89,2.06324,2.53649,17.0367
24.895,2.08855,2.62806,16.8377
24.9,2.11717,2.72259,16.6426
24.905,2.14908,2.82026,16.4516
24.91,2.18428,2.92123,16.2646
24.915,2.22278,3.02569,16.0817
24.92,2.26459,3.13382,15.903
24.925,2.30973,3.24581,15.7287
24.93,2.35823,3.36185,15.5586
24.935,2.41013,3.48216,15.3931
24.94,2.46548,3.60694,15.2322
24.945,2.52433,3.73639,15.0759
24.95,2.58675,3.87075,14.9246
24.955,2.6528,4.01022,14.7782
24.96,2.72257,4.15505,14.637
24.965,2.79614,4.30545,14.5011
24.97,2.8736,4.46166,14.3708
24.975,2.95505,4.62393,14.2463
24.98,3.04059,4.79249,14.1277
24.985,3.13035,4.96758,14.0155
24.99,3.22444,5.14946,13.9097
24.995,3.32298,5.33837,13.8108
25,3.42611,5.53455,13.7191
25.005,3.53396,5.73823,13.6348
25.01,3.64668,5.94967,13.5585
25.015,3.76441,6.16909,13.4906
25.02,3.8873,6.3967,13.4313
25.025,4.01551,6.63274,13.3814
25.03,4.14918,6.87739,13.3412
25.035,4.28849,7.13084,13.3114
25.04,4.43358,7.39324,13.2925
25.045,4.58461,7.66475,13.2852
25.05,4.74175,7.94546,13.2901
25.055,4.90514,8.23544,13.3081
25.06,5.07493,8.53474,13.3398
25.065,5.25126,8.84333,13.386
25.07,5.43427,9.16116,13.4478
25.075,5.62407,9.48809,13.5259
25.08,5.82078,9.82392,13.6214
25.085,6.02448,10.1684,13.7352
25.09,6.23524,10.5211,13.8684
25.095,6.4531,10.8816,14.0221
25.1,6.6781,11.2493,14.1975
25.105,6.91021,11.6235,14.3955
25.11,7.14937,12.0034,14.6175
25.115,7.39551,12.388,14.8646
25.12,7.64847,12.7761,15.138
25.125,7.90807,13.1664,15.4388
25.13,8.17404,13.5575,15.7682
25.135,8.44608,13.9476,16.1271
25.14,8.72379,14.3349,16.5166
25.145,9.0067,14.7172,16.9375
25.15,9.29426,15.0922,17.3906
25.155,9.58583,15.4574,17.8765
25.16,9.88065,15.81,18.3955
25.165,10.1779,16.1472,18.9477
25.17,10.4766,16.4657,19.5329
25.175,10.7757,16.7623,20.1507
25.18,11.074,17.0336,20.8003
25.185,11.3703,17.276,21.4805
25.19,11.6631,17.4858,22.1896
25.195,11.951,17.6596,22.9255
25.2,12.2323,17.7938,23.6856
25.205,12.5054,17.8849,24.4669
25.21,12.7685,17.9297,25.2657
25.215,13.0197,17.9253,26.078
25.22,13.2571,17.8692,26.8993
25.225,13.479,17.7591,27.7245
25.23,13.6833,17.5936,28.5482
25.235,13.8682,17.3716,29.3648
25.24,14.0319,17.0928,30.1684
25.245,14.1726,16.7576,30.9529
25.25,14.2889,16.3672,31.7121
25.255,14.3791,15.9235,32.4402
25.26,14.4422,15.4292,33.1313
25.265,14.477,14.8879,33.7799
25.27,14.4826,14.3035,34.3811
25.275,14.4587,13.681,34.9305
25.28,14.4048,13.0257,35.4243
25.285,14.321,12.3432,35.8594
25.29,14.2075,11.6395,36.2337
25.295,14.065,10.921,36.5456
25.3,13.8942,10.1938,36.7946
25.305,13.6962,9.46412,36.9808
25.31,13.4725,8.73785,37.1054
25.315,13.2245,8.02062,37.1699
25.32,12.954,7.31763,37.1767
25.325,12.6629,6.63358,37.1287
25.33,12.3532,5.97262,37.0292
25.335,12.027,5.33831,36.882
25.34,11.6865,4.73358,36.6908
25.345,11.3339,4.16076,36.4599
25.35,10.9714,3.62159,36.1934
25.355,10.6011,3.11723,35.8953
25.36,10.2251,2.64831,35.5697
25.365,9.84539,2.21498,35.2205
25.37,9.4639,1.81696,34.8513
25.375,9.08242,1.4536,34.4657
25.38,8.70261,1.12394,34.0667
25.385,8.32603,0.826814,33.6572
25.39,7.95406,0.560714,33.2399
25.395,7.58793,0.324058,32.8171
25.4,7.22875,0.115148,32.3909
25.405,6.87751,-0.0677846,31.963
25.41,6.53504,-0.226544,31.535
25.415,6.20204,-0.362941,31.1082
25.42,5.8791,-0.478762,30.6837
25.425,5.56669,-0.575758,30.2625
25.43,5.26519,-0.655619,29.8452
25.435,4.97485,-0.719965,29.4325
25.44,4.69585,-0.770339,29.0249
25.445,4.4283,-0.808196,28.6226
25.45,4.1722,-0.8349,28.226
25.455,3.92751,-0.851724,27.8352
25.46,3.69415,-0.859849,27.4503
25.465,3.47194,-0.860363,27.0714
25.47,3.26069,-0.854267,26.6985
25.475,3.06018,-0.842474,26.3316
25.48,2.87014,-0.825816,25.9705
25.485,2.69027,-0.805045,25.6152
25.49,2.52027,-0.780839,25.2657
25.495,2.35981,-0.753808,24.9217
25.5,2.20855,-0.724497,24.5832
25.505,2.06614,-0.693388,24.2501
25.51,1.93223,-0.660909,23.9221
25.515,1.80645,-0.627439,23.5992
25.52,1.68846,-0.593305,23.2814
25.525,1.57791,-0.558794,22.9683
25.53,1.47443,-0.524153,22.6599
25.535,1.37769,-0.489593,22.3562
25.54,1.28735,-0.455293,22.0569
25.545,1.20308,-0.421402,21.7621
25.55,1.12457,-0.388045,21.4715
25.555,1.0515,-0.35532,21.185
25.56,0.98358,-0.323307,20.9027
25.565,0.920516,-0.292066,20.6244
25.57,0.862036,-0.261641,20.35
25.575,0.807875,-0.232061,20.0794
25.58,0.757782,-0.203342,19.8126
25.585,0.711515,-0.17549,19.5494
25.59,0.668845,-0.1485,19.2899
25.595,0.629556,-0.122359,19.034
25.6,0.593441,-0.0970467,18.7815
25.605,0.560307,-0.0725366,18.5325
25.61,0.529968,-0.048797,18.2869
25.615,0.502252,-0.0257915,18.0446
25.62,0.476996,-0.00348024,17.8055
25.625,0.454047,0.0181798,17.5697
25.63,0.433262,0.0392342,17.337
25.635,0.414506,0.0597303,17.1075
25.64,0.397656,0.0797174,16.881
25.645,0.382593,0.0992457,16.6576
25.65,0.369209,0.118366,16.4372
25.655,0.357405,0.137131,16.2197
25.66,0.347086,0.155593,16.0051
25.665,0.338167,0.173804,15.7934
25.67,0.330569,0.191818,15.5845
25.675,0.324217,0.209686,15.3784
25.68,0.319047,0.227462,15.175
25.685,0.314997,0.245199,14.9744
25.69,0.312011,0.262949,14.7765
25.695,0.310039,0.280766,14.5812
25.7,0.309037,0.298701,14.3885
25.705,0.308964,0.316809,14.1984
25.71,0.309785,0.33514,14.0108
25.715,0.311467,0.353749,13.8257
25.72,0.313985,0.372689,13.6432
25.725,0.317314,0.392013,13.4631
25.73,0.321435,0.411776,13.2854
25.735,0.326332,0.432031,13.1101
25.74,0.331992,0.452835,12.9371
25.745,0.338406,0.474242,12.7666
25.75,0.345569,0.496311,12.5983
25.755,0.353478,0.5191,12.4323
25.76,0.362131,0.542667,12.2686
25.765,0.371534,0.567075,12.1071
25.77,0.381691,0.592384,11.9478
25.775,0.392612,0.61866,11.7907
25.78,0.404308,0.645969,11.6358
25.785,0.416792,0.674379,11.483
25.79,0.430083,0.70396,11.3324
25.795,0.4442,0.734786,11.1838
25.8,0.459164,0.766933,11.0374
25.805,0.475002,0.800479,10.893
25.81,0.49174,0.835507,10.7507
25.815,0.509409,0.872102,10.6104
25.82,0.528043,0.910353,10.4722
25.825,0.547676,0.950352,10.3359
25.83,0.568349,0.992198,10.2017
25.835,0.590103,1.03599,10.0695
25.84,0.612983,1.08184,9.9393
25.845,0.637037,1.12985,9.81109
25.85,0.662316,1.18014,9.68486
25.855,0.688874,1.23283,9.56064
25.86,0.71677,1.28806,9.4384
25.865,0.746064,1.34594,9.31818
25.87,0.776823,1.40664,9.19996
25.875,0.809115,1.47028,9.08378
25.88,0.843013,1.53703,8.96963
25.885,0.878594,1.60705,8.85755
25.89,0.91594,1.68051,8.74756
25.895,0.955137,1.75758,8.6397
25.9,0.996276,1.83846,8.53398
25.905,1.03945,1.92334,8.43046
25.91,1.08477,2.01243,8.32919
25.915,1.13232,2.10594,8.23022
25.92,1.18224,2.20411,8.13361
25.925,1.23463,2.30716,8.03943
25.93,1.28962,2.41535,7.94776
25.935,1.34733,2.52894,7.8587
25.94,1.40792,2.6482,7.77234
25.945,1.47151,2.77343,7.6888
25.95,1.53826,2.9049,7.60821
25.955,1.60833,3.04295,7.53071
25.96,1.68189,3.1879,7.45645
25.965,1.75911,3.34008,7.38561
25.97,1.84017,3.49986,7.3184
25.975,1.92527,3.6676,7.25502
25.98,2.0146,3.84368,7.19572
25.985,2.10838,4.0285,7.14076
25.99,2.20683,4.22248,7.09045
25.995,2.31018,4.42604,7.04511
26,2.41866,4.63962,7.00509
26.005,2.53252,4.86367,6.97081
26.01,2.65203,5.09866,6.9427
26.015,2.77745,5.34506,6.92125
26.02,2.90907,5.60334,6.90699
26.025,3.04717,5.87401,6.9005
26.03,3.19205,6.15754,6.90244
26.035,3.34402,6.45443,6.91351
26.04,3.50341,6.76517,6.93449
26.045,3.67052,7.09023,6.96622
26.05,3.84571,7.43008,7.00965
26.055,4.0293,7.78516,7.06578
26.06,4.22163,8.15587,7.13572
26.065,4.42306,8.5426,7.22068
26.07,4.63393,8.94567,7.32197
26.075,4.85457,9.36534,7.44099
26.08,5.08533,9.8018,7.57929
26.085,5.32654,10.2551,7.73852
26.09,5.5785,10.7253,7.92044
26.095,5.84151,11.2123,8.12697
26.1,6.11583,11.7156,8.36012
26.105,6.40171,12.2348,8.62204
26.11,6.69933,12.7693,8.91501
26.115,7.00884,13.3181,9.24141
26.12,7.33033,13.88,9.6037
26.125,7.6638,14.4535,10.0045
26.13,8.0092,15.0367,10.4463
26.135,8.36636,15.6273,10.9319
26.14,8.73499,16.2227,11.4639
26.145,9.1147,16.8198,12.0448
26.15,9.50492,17.4149,12.6771
26.155,9.90495,18.0039,13.3631
26.16,10.3138,18.5821,14.1048
26.165,10.7306,19.1441,14.9038
26.17,11.1538,19.6842,15.7614
26.175,11.5819,20.196,16.6782
26.18,12.0132,20.6725,17.6541
